language,city,date,mobile
polish,rome,9,1
finnish,amsterdam,11,1
austrian,amsterdam,40,1
spanish,vienna,3,0
irish,copenhagen,17,1
swedish,rome,14,1
slovakian,sofia,37,1
dutch,madrid,40,1
slovakian,paris,5,0
estonian,paris,31,1
portuguese,valletta,5,1
lithuanian,vienna,21,1
finnish,vienna,33,1
irish,vienna,40,1
cypriot,vilnius,3,0
french,vienna,7,0
romanian,vilnius,1,1
cypriot,paris,13,0
portuguese,paris,39,0
german,rome,29,0
portuguese,sofia,16,1
latvian,madrid,0,0
hungarian,vilnius,37,1
maltese,rome,35,0
italian,madrid,22,0
slovene,amsterdam,16,1
italian,vilnius,24,1
luxembourgish,valletta,17,1
french,valletta,32,1
german,vienna,36,1
austrian,amsterdam,9,1
italian,sofia,10,1
estonian,copenhagen,17,1
danish,copenhagen,37,1
german,valletta,29,0
latvian,paris,34,0
lithuanian,rome,28,0
croatian,sofia,9,0
hungarian,rome,6,1
bulgarian,madrid,18,1
italian,valletta,32,1
french,vienna,38,1
portuguese,copenhagen,24,1
latvian,madrid,32,0
estonian,amsterdam,29,1
estonian,paris,19,1
german,rome,1,1
spanish,madrid,42,0
slovakian,vienna,28,1
slovene,valletta,20,0
romanian,madrid,31,0
luxembourgish,paris,7,1
czech,rome,23,0
german,valletta,7,0
estonian,copenhagen,13,1
hungarian,valletta,7,1
polish,rome,20,1
hungarian,paris,18,0
greek,vienna,39,1
dutch,vilnius,29,1
austrian,valletta,0,1
danish,paris,6,1
italian,amsterdam,3,1
bulgarian,madrid,34,0
finnish,rome,10,0
irish,vilnius,0,1
bulgarian,vilnius,7,1
danish,sofia,34,0
bulgarian,copenhagen,2,0
italian,rome,40,0
romanian,sofia,36,1
slovene,rome,6,1
german,madrid,2,1
spanish,copenhagen,6,1
austrian,copenhagen,22,0
italian,vilnius,3,0
portuguese,copenhagen,29,1
austrian,vilnius,33,1
austrian,valletta,27,1
lithuanian,paris,31,1
slovene,madrid,19,1
slovakian,valletta,8,1
spanish,copenhagen,42,0
hungarian,valletta,10,0
czech,rome,38,0
croatian,madrid,19,0
spanish,madrid,25,0
latvian,vienna,19,1
spanish,amsterdam,34,0
lithuanian,madrid,22,1
slovakian,vilnius,42,1
finnish,paris,4,0
austrian,madrid,23,0
irish,sofia,27,1
romanian,amsterdam,5,0
romanian,rome,40,0
estonian,paris,27,1
lithuanian,madrid,14,1
french,paris,18,0
italian,madrid,40,1
croatian,vienna,10,1
swedish,vienna,17,0
danish,valletta,2,1
austrian,vienna,30,1
bulgarian,rome,0,0
lithuanian,sofia,0,1
german,valletta,30,1
luxembourgish,copenhagen,4,0
portuguese,sofia,21,0
finnish,madrid,39,1
dutch,valletta,41,0
spanish,valletta,16,0
italian,copenhagen,30,1
austrian,amsterdam,16,1
french,paris,31,1
cypriot,sofia,31,1
lithuanian,vienna,14,1
slovakian,copenhagen,31,1
hungarian,amsterdam,37,0
estonian,madrid,20,1
romanian,valletta,13,1
czech,madrid,4,1
austrian,vilnius,9,1
cypriot,valletta,16,1
italian,rome,26,1
irish,valletta,21,1
irish,valletta,19,0
swedish,madrid,13,1
irish,sofia,22,1
croatian,copenhagen,40,1
swedish,vilnius,24,0
greek,amsterdam,20,1
slovene,vienna,28,0
greek,copenhagen,37,1
greek,rome,32,0
finnish,valletta,12,1
hungarian,rome,39,0
polish,sofia,10,1
czech,rome,23,1
estonian,madrid,0,0
portuguese,valletta,9,1
hungarian,copenhagen,5,1
czech,vienna,18,1
portuguese,rome,16,0
hungarian,copenhagen,24,1
bulgarian,vienna,43,1
bulgarian,vilnius,23,0
maltese,copenhagen,0,0
dutch,madrid,7,0
greek,vilnius,2,0
italian,valletta,14,1
maltese,amsterdam,11,1
luxembourgish,paris,11,0
greek,amsterdam,26,1
swedish,paris,15,1
french,madrid,0,0
irish,copenhagen,44,1
swedish,vilnius,4,0
portuguese,vienna,30,1
bulgarian,vilnius,9,1
maltese,paris,20,0
spanish,rome,36,1
irish,vienna,4,1
cypriot,paris,15,0
finnish,madrid,43,1
spanish,amsterdam,27,0
portuguese,sofia,29,1
maltese,valletta,21,0
bulgarian,amsterdam,24,0
finnish,sofia,25,1
french,sofia,6,1
hungarian,amsterdam,19,1
spanish,valletta,4,1
estonian,paris,23,1
finnish,amsterdam,42,1
irish,sofia,36,0
polish,madrid,42,1
czech,valletta,41,1
spanish,paris,38,0
romanian,amsterdam,19,1
german,sofia,12,1
latvian,vilnius,9,1
greek,paris,4,0
greek,paris,40,1
bulgarian,madrid,36,0
latvian,vilnius,1,1
spanish,valletta,14,1
greek,vilnius,11,1
hungarian,paris,3,0
czech,madrid,7,0
slovakian,amsterdam,36,1
hungarian,madrid,44,1
luxembourgish,copenhagen,44,1
bulgarian,sofia,7,1
slovene,vilnius,18,0
hungarian,copenhagen,37,0
latvian,valletta,30,1
estonian,valletta,3,0
latvian,copenhagen,24,1
portuguese,rome,40,0
portuguese,vienna,32,1
bulgarian,vilnius,27,1
danish,rome,29,0
spanish,copenhagen,20,0
irish,paris,20,0
slovene,amsterdam,11,1
romanian,sofia,12,0
luxembourgish,vienna,36,0
croatian,madrid,2,1
austrian,paris,1,1
slovakian,amsterdam,3,0
slovene,vilnius,27,0
portuguese,valletta,27,1
cypriot,madrid,5,1
slovakian,vienna,21,0
dutch,amsterdam,21,0
lithuanian,amsterdam,17,1
lithuanian,sofia,6,0
spanish,paris,42,0
slovene,vienna,33,1
greek,madrid,44,0
lithuanian,amsterdam,19,0
irish,paris,31,1
german,amsterdam,28,0
dutch,madrid,3,0
austrian,rome,19,1
bulgarian,sofia,19,0
hungarian,madrid,26,0
lithuanian,vilnius,11,0
cypriot,amsterdam,15,0
maltese,copenhagen,41,0
estonian,amsterdam,36,1
latvian,valletta,39,0
italian,rome,8,0
latvian,sofia,36,0
croatian,madrid,19,1
maltese,paris,9,0
swedish,sofia,34,1
dutch,copenhagen,9,1
luxembourgish,amsterdam,38,1
danish,valletta,38,0
italian,vilnius,26,1
estonian,copenhagen,36,0
luxembourgish,copenhagen,10,1
greek,vienna,18,1
finnish,valletta,27,0
italian,vienna,35,1
finnish,vienna,30,0
swedish,copenhagen,17,1
danish,vilnius,2,1
finnish,sofia,13,0
swedish,amsterdam,29,0
portuguese,sofia,24,0
cypriot,sofia,9,1
austrian,copenhagen,29,1
danish,vienna,39,1
romanian,paris,40,1
hungarian,sofia,26,0
irish,madrid,43,0
slovene,vienna,16,1
romanian,amsterdam,26,1
polish,vilnius,33,0
cypriot,madrid,20,0
austrian,sofia,4,0
maltese,madrid,18,1
finnish,valletta,42,0
estonian,amsterdam,2,0
swedish,vienna,44,0
maltese,vilnius,44,0
estonian,amsterdam,31,1
estonian,sofia,17,1
romanian,valletta,8,0
czech,copenhagen,41,0
slovene,amsterdam,4,1
french,vienna,14,0
french,paris,32,0
italian,madrid,26,1
luxembourgish,madrid,36,1
romanian,vilnius,25,1
finnish,vilnius,25,0
danish,madrid,30,1
estonian,vilnius,31,0
spanish,copenhagen,20,1
maltese,rome,17,1
italian,vienna,4,1
french,vilnius,8,0
lithuanian,sofia,4,0
portuguese,amsterdam,22,1
bulgarian,copenhagen,24,0
polish,copenhagen,21,1
dutch,rome,24,1
cypriot,vilnius,1,1
cypriot,vilnius,13,1
estonian,sofia,13,1
slovene,copenhagen,15,1
portuguese,amsterdam,44,0
luxembourgish,copenhagen,27,0
french,vilnius,17,1
maltese,amsterdam,21,0
irish,copenhagen,32,0
croatian,amsterdam,44,1
croatian,vilnius,37,1
estonian,sofia,36,0
cypriot,madrid,25,1
slovene,rome,40,1
dutch,madrid,17,1
portuguese,amsterdam,11,1
finnish,paris,12,0
spanish,valletta,5,1
latvian,valletta,7,1
romanian,vienna,3,1
slovakian,sofia,10,1
french,paris,38,0
french,copenhagen,27,0
austrian,vilnius,42,1
estonian,vilnius,35,1
estonian,vilnius,1,1
danish,rome,41,0
estonian,valletta,13,0
luxembourgish,amsterdam,12,1
german,amsterdam,34,0
hungarian,madrid,15,0
portuguese,vienna,39,0
finnish,paris,30,0
finnish,vilnius,35,0
italian,paris,10,1
bulgarian,copenhagen,35,1
cypriot,vilnius,30,1
irish,copenhagen,28,0
maltese,sofia,44,1
czech,vienna,6,1
estonian,rome,20,0
cypriot,valletta,12,1
lithuanian,valletta,42,1
swedish,vilnius,10,0
greek,rome,11,1
greek,vienna,33,1
lithuanian,vienna,37,0
luxembourgish,paris,29,1
finnish,vienna,25,1
danish,valletta,17,1
austrian,valletta,21,0
portuguese,paris,24,1
bulgarian,paris,27,1
bulgarian,paris,43,0
danish,amsterdam,32,1
greek,paris,16,1
lithuanian,vilnius,12,0
german,madrid,40,0
danish,vilnius,41,1
romanian,vienna,6,1
greek,amsterdam,10,0
estonian,amsterdam,31,0
romanian,paris,10,0
swedish,vilnius,8,0
bulgarian,madrid,18,0
greek,madrid,42,0
finnish,sofia,26,1
maltese,paris,11,1
dutch,vienna,21,1
czech,valletta,30,0
latvian,vienna,42,0
danish,vienna,10,0
austrian,copenhagen,30,1
latvian,vienna,37,1
estonian,amsterdam,39,1
swedish,vilnius,42,1
romanian,sofia,30,0
czech,rome,44,0
austrian,paris,9,1
italian,amsterdam,4,1
croatian,vilnius,10,0
spanish,paris,2,0
slovene,vilnius,25,1
irish,amsterdam,20,0
slovakian,madrid,32,0
austrian,valletta,15,0
latvian,paris,14,1
french,valletta,27,0
portuguese,paris,11,0
austrian,paris,42,1
cypriot,rome,25,0
slovakian,vienna,26,0
lithuanian,sofia,30,1
german,rome,24,0
austrian,paris,33,1
polish,sofia,16,1
polish,valletta,23,1
finnish,amsterdam,5,1
danish,madrid,16,0
romanian,sofia,13,0
french,valletta,9,1
irish,valletta,0,1
spanish,madrid,38,1
latvian,valletta,36,1
spanish,valletta,39,0
cypriot,amsterdam,4,0
swedish,rome,43,1
lithuanian,paris,33,1
danish,vilnius,23,0
estonian,vienna,11,0
slovakian,vienna,24,0
latvian,madrid,34,1
hungarian,vilnius,9,0
maltese,paris,4,1
cypriot,rome,38,1
estonian,vienna,42,1
czech,madrid,42,0
estonian,vilnius,3,1
swedish,amsterdam,19,1
german,vienna,11,1
cypriot,madrid,18,1
slovene,valletta,28,1
slovakian,madrid,27,1
luxembourgish,madrid,33,1
latvian,amsterdam,31,0
portuguese,copenhagen,39,0
maltese,rome,6,0
cypriot,vilnius,16,0
bulgarian,vienna,38,1
italian,paris,10,0
italian,paris,17,1
luxembourgish,vienna,34,1
estonian,paris,10,1
bulgarian,rome,37,1
romanian,valletta,3,0
slovakian,rome,7,1
danish,copenhagen,18,1
irish,copenhagen,12,0
danish,madrid,26,0
czech,valletta,17,1
polish,vilnius,12,1
latvian,vienna,8,1
swedish,valletta,33,0
czech,valletta,18,0
swedish,paris,34,1
french,amsterdam,25,1
hungarian,valletta,25,1
lithuanian,vienna,17,1
croatian,vienna,8,1
portuguese,sofia,19,0
estonian,copenhagen,39,0
portuguese,paris,43,1
slovene,paris,43,0
dutch,sofia,37,0
portuguese,paris,21,0
czech,paris,27,0
german,rome,23,0
dutch,copenhagen,11,0
hungarian,rome,0,0
italian,vienna,9,1
maltese,valletta,38,1
italian,madrid,37,0
spanish,rome,4,0
finnish,paris,0,1
irish,valletta,10,1
cypriot,madrid,19,1
hungarian,amsterdam,39,1
cypriot,rome,39,1
spanish,sofia,7,0
polish,valletta,6,1
hungarian,paris,5,1
finnish,vienna,38,1
french,madrid,7,0
romanian,sofia,3,1
bulgarian,paris,24,1
estonian,sofia,8,1
dutch,valletta,37,0
cypriot,vienna,40,0
latvian,vienna,36,1
polish,vienna,40,1
german,rome,15,0
latvian,rome,12,1
luxembourgish,valletta,18,1
slovene,amsterdam,15,1
spanish,valletta,13,0
dutch,valletta,30,1
finnish,vienna,39,0
swedish,valletta,32,0
bulgarian,vienna,26,1
bulgarian,madrid,11,0
romanian,amsterdam,18,1
cypriot,valletta,4,0
slovene,madrid,7,1
french,vienna,40,0
maltese,vilnius,8,1
irish,paris,12,1
irish,vilnius,36,1
spanish,amsterdam,10,1
romanian,madrid,16,0
maltese,amsterdam,30,1
spanish,sofia,28,1
romanian,valletta,26,0
latvian,copenhagen,42,0
spanish,valletta,19,0
bulgarian,sofia,37,0
lithuanian,madrid,15,1
swedish,valletta,26,1
greek,copenhagen,19,0
irish,paris,31,0
luxembourgish,sofia,27,1
slovakian,amsterdam,41,0
lithuanian,madrid,12,0
finnish,vienna,35,1
czech,copenhagen,30,1
polish,copenhagen,34,1
slovene,vienna,18,1
romanian,amsterdam,8,0
lithuanian,copenhagen,42,0
maltese,vienna,27,0
slovene,valletta,26,1
croatian,copenhagen,37,1
irish,madrid,15,1
greek,vilnius,5,1
croatian,vienna,10,0
danish,valletta,40,0
slovakian,paris,19,0
austrian,madrid,33,0
swedish,vienna,38,0
lithuanian,vienna,43,1
spanish,sofia,36,0
german,paris,0,0
czech,sofia,8,1
hungarian,vienna,23,0
maltese,sofia,3,0
bulgarian,sofia,26,1
lithuanian,vilnius,17,0
estonian,rome,2,0
hungarian,rome,29,1
italian,vienna,0,0
finnish,copenhagen,23,0
irish,amsterdam,1,1
finnish,copenhagen,9,1
austrian,paris,22,1
estonian,sofia,41,0
luxembourgish,amsterdam,14,0
slovene,vilnius,5,1
swedish,sofia,44,0
estonian,copenhagen,21,0
french,vienna,8,0
spanish,vienna,25,1
latvian,rome,21,0
greek,madrid,31,0
polish,vilnius,41,0
irish,vienna,18,0
finnish,copenhagen,30,0
austrian,madrid,42,0
czech,vienna,21,1
estonian,rome,35,1
german,paris,5,1
finnish,vilnius,8,1
czech,amsterdam,22,1
polish,rome,21,1
french,vienna,33,0
italian,vilnius,10,1
czech,rome,38,1
croatian,rome,3,0
spanish,madrid,32,1
hungarian,rome,11,1
portuguese,valletta,35,0
spanish,paris,0,0
luxembourgish,vienna,13,1
luxembourgish,vienna,11,1
spanish,madrid,36,0
latvian,copenhagen,27,0
austrian,amsterdam,16,0
swedish,sofia,18,1
bulgarian,amsterdam,12,1
german,madrid,35,0
croatian,vienna,40,1
bulgarian,vienna,21,1
irish,paris,44,1
cypriot,vienna,24,0
spanish,sofia,8,1
irish,madrid,43,1
danish,paris,9,0
estonian,copenhagen,19,0
italian,sofia,20,0
danish,rome,31,1
swedish,sofia,16,0
slovakian,madrid,21,0
slovene,sofia,35,1
polish,rome,37,0
czech,madrid,44,0
portuguese,paris,10,0
finnish,sofia,23,0
italian,amsterdam,0,1
estonian,vilnius,10,0
estonian,sofia,15,1
dutch,valletta,35,1
dutch,madrid,9,0
finnish,copenhagen,17,0
french,paris,26,1
french,amsterdam,8,0
romanian,rome,31,1
greek,valletta,10,0
austrian,sofia,25,0
estonian,sofia,41,1
swedish,madrid,33,0
bulgarian,sofia,20,1
italian,vienna,33,1
bulgarian,madrid,42,0
spanish,vienna,22,1
dutch,sofia,25,0
austrian,vilnius,30,0
dutch,madrid,34,1
croatian,amsterdam,10,0
lithuanian,madrid,8,1
slovene,vienna,1,1
estonian,valletta,37,1
luxembourgish,vienna,11,0
irish,amsterdam,27,0
polish,vilnius,44,0
slovakian,copenhagen,20,1
greek,madrid,39,0
austrian,sofia,22,0
portuguese,madrid,34,1
latvian,amsterdam,0,1
french,vilnius,4,0
greek,valletta,27,1
estonian,madrid,24,1
greek,valletta,36,1
romanian,vienna,19,1
bulgarian,madrid,29,1
czech,vienna,43,0
bulgarian,vienna,23,0
croatian,madrid,0,0
bulgarian,copenhagen,43,1
irish,sofia,26,1
latvian,amsterdam,38,1
dutch,amsterdam,15,0
romanian,valletta,9,0
swedish,paris,11,1
greek,rome,26,1
maltese,rome,44,1
greek,sofia,9,0
cypriot,vienna,11,0
swedish,valletta,1,0
cypriot,vilnius,14,1
slovene,rome,16,0
czech,madrid,32,1
italian,madrid,36,1
slovakian,valletta,26,0
austrian,paris,32,1
romanian,madrid,3,0
spanish,madrid,43,0
german,paris,3,1
dutch,paris,8,1
maltese,valletta,2,0
estonian,paris,13,1
italian,valletta,9,1
swedish,vilnius,29,1
dutch,copenhagen,42,0
italian,rome,25,1
dutch,vilnius,15,0
austrian,valletta,5,0
bulgarian,vienna,30,0
greek,sofia,22,0
cypriot,sofia,41,1
dutch,vilnius,35,1
portuguese,sofia,27,1
swedish,madrid,29,1
polish,valletta,38,0
slovene,copenhagen,7,1
polish,madrid,18,1
german,copenhagen,28,1
estonian,sofia,14,0
croatian,paris,42,0
czech,amsterdam,7,0
croatian,madrid,7,1
slovakian,sofia,0,1
italian,rome,4,1
finnish,sofia,5,0
czech,paris,33,0
lithuanian,amsterdam,18,0
polish,madrid,39,1
spanish,madrid,1,1
maltese,valletta,1,0
latvian,amsterdam,30,0
danish,amsterdam,15,1
finnish,paris,21,1
lithuanian,vienna,6,1
bulgarian,madrid,16,0
maltese,paris,39,0
slovakian,sofia,37,0
irish,sofia,21,1
slovakian,sofia,21,0
portuguese,rome,6,1
maltese,sofia,19,1
maltese,rome,12,0
spanish,copenhagen,5,0
croatian,amsterdam,4,0
spanish,valletta,1,0
german,vilnius,39,0
latvian,vienna,40,1
swedish,amsterdam,12,0
finnish,madrid,1,0
greek,vilnius,15,0
irish,paris,28,1
croatian,vilnius,3,0
finnish,copenhagen,0,0
slovakian,copenhagen,16,1
croatian,sofia,9,1
luxembourgish,copenhagen,13,1
finnish,vilnius,21,1
slovene,vienna,22,0
lithuanian,paris,28,1
czech,vilnius,14,0
lithuanian,paris,12,0
swedish,amsterdam,15,0
danish,vienna,40,0
hungarian,rome,23,1
estonian,vienna,2,1
czech,sofia,35,0
swedish,vilnius,3,0
spanish,amsterdam,32,1
slovakian,rome,15,1
hungarian,vienna,15,0
cypriot,vilnius,7,0
irish,madrid,9,0
dutch,madrid,38,0
romanian,amsterdam,1,0
german,vienna,30,0
croatian,valletta,39,0
czech,vienna,32,0
czech,sofia,12,0
danish,valletta,21,1
italian,vienna,28,1
irish,vilnius,3,1
polish,vienna,10,0
spanish,vienna,41,0
bulgarian,vienna,37,0
austrian,amsterdam,21,0
slovakian,sofia,6,1
czech,vienna,43,1
slovakian,paris,28,0
irish,madrid,32,0
austrian,madrid,15,0
dutch,rome,34,0
dutch,madrid,13,0
luxembourgish,vilnius,38,0
luxembourgish,paris,8,1
bulgarian,copenhagen,14,0
portuguese,valletta,3,0
swedish,paris,40,1
swedish,amsterdam,10,0
lithuanian,rome,1,0
swedish,sofia,33,1
italian,vilnius,31,1
spanish,sofia,43,1
lithuanian,vilnius,40,0
bulgarian,rome,17,1
maltese,vienna,33,1
bulgarian,copenhagen,36,0
slovene,paris,31,0
spanish,amsterdam,42,1
czech,paris,6,0
irish,sofia,25,0
luxembourgish,copenhagen,16,1
romanian,amsterdam,4,1
irish,amsterdam,12,0
latvian,vilnius,24,1
romanian,rome,15,0
spanish,sofia,13,0
finnish,valletta,16,0
czech,amsterdam,35,1
slovene,rome,4,1
finnish,madrid,24,1
estonian,paris,42,0
finnish,madrid,44,1
portuguese,sofia,8,0
cypriot,rome,25,1
hungarian,madrid,41,0
slovakian,madrid,43,0
austrian,vienna,8,1
romanian,amsterdam,4,0
maltese,madrid,12,0
finnish,rome,36,1
czech,madrid,0,0
bulgarian,vilnius,25,1
polish,vilnius,35,1
austrian,paris,34,0
croatian,amsterdam,15,1
swedish,paris,21,1
czech,valletta,21,1
spanish,paris,35,1
polish,paris,39,0
latvian,copenhagen,7,0
austrian,vilnius,3,1
german,sofia,17,0
irish,amsterdam,31,0
czech,sofia,26,1
french,copenhagen,12,0
greek,vienna,12,0
estonian,rome,15,0
hungarian,copenhagen,33,1
portuguese,sofia,43,0
portuguese,copenhagen,33,1
irish,sofia,21,0
greek,amsterdam,41,1
slovakian,rome,38,0
croatian,vienna,13,1
french,vilnius,12,0
estonian,vilnius,41,0
hungarian,copenhagen,2,0
dutch,paris,19,0
polish,valletta,26,0
estonian,vienna,13,1
french,amsterdam,20,0
latvian,copenhagen,26,1
austrian,rome,15,1
italian,rome,41,0
cypriot,amsterdam,40,0
polish,rome,12,0
spanish,copenhagen,36,1
austrian,madrid,38,0
german,madrid,38,1
czech,sofia,39,0
irish,madrid,34,1
lithuanian,paris,18,0
slovene,amsterdam,39,0
romanian,rome,11,0
finnish,copenhagen,29,1
danish,valletta,16,1
maltese,amsterdam,31,0
slovakian,paris,35,0
dutch,amsterdam,20,1
croatian,sofia,33,0
croatian,rome,7,1
austrian,paris,13,0
german,vilnius,19,1
latvian,vienna,3,1
austrian,madrid,34,1
latvian,sofia,5,0
danish,valletta,21,0
french,vilnius,34,1
polish,paris,5,1
german,copenhagen,11,0
spanish,copenhagen,29,1
greek,vienna,37,1
danish,paris,32,0
portuguese,sofia,22,0
danish,vienna,23,1
spanish,vilnius,14,1
hungarian,paris,12,1
cypriot,valletta,20,0
dutch,vilnius,32,0
hungarian,amsterdam,20,0
croatian,sofia,14,1
spanish,amsterdam,44,1
slovene,valletta,21,1
irish,vienna,11,1
slovene,paris,17,0
bulgarian,valletta,30,0
austrian,rome,25,1
romanian,rome,44,0
latvian,vienna,21,0
polish,rome,34,0
italian,vilnius,17,1
french,paris,21,0
bulgarian,vilnius,21,0
latvian,amsterdam,42,0
bulgarian,paris,6,0
greek,valletta,40,1
french,sofia,16,1
polish,rome,18,1
portuguese,paris,16,0
portuguese,amsterdam,28,1
polish,paris,1,0
austrian,vilnius,31,0
latvian,copenhagen,5,1
bulgarian,vilnius,33,0
dutch,amsterdam,11,0
slovakian,paris,13,1
czech,madrid,15,0
luxembourgish,vilnius,5,0
czech,paris,2,1
portuguese,paris,34,1
german,rome,30,1
greek,amsterdam,10,1
greek,paris,26,0
german,valletta,17,0
romanian,vienna,0,0
maltese,copenhagen,37,0
slovene,vilnius,29,1
cypriot,rome,6,1
bulgarian,madrid,7,1
french,copenhagen,26,1
dutch,copenhagen,7,0
austrian,paris,12,1
lithuanian,sofia,32,0
danish,sofia,31,0
slovakian,sofia,29,0
danish,sofia,9,1
irish,paris,12,0
maltese,vilnius,33,1
hungarian,vienna,19,0
irish,sofia,7,1
irish,madrid,12,0
italian,valletta,30,1
greek,sofia,27,1
hungarian,paris,41,0
slovene,copenhagen,14,1
finnish,copenhagen,2,0
austrian,valletta,18,0
lithuanian,copenhagen,16,0
austrian,vienna,12,1
slovene,madrid,14,0
swedish,copenhagen,14,1
greek,vienna,38,1
estonian,vilnius,9,0
slovene,valletta,10,0
danish,sofia,38,1
slovakian,vienna,27,1
finnish,valletta,26,0
cypriot,paris,41,1
latvian,valletta,1,0
luxembourgish,sofia,1,1
maltese,rome,29,1
hungarian,rome,10,0
lithuanian,valletta,16,1
hungarian,paris,16,1
swedish,paris,24,0
dutch,paris,38,0
czech,vilnius,3,0
spanish,rome,19,0
slovakian,copenhagen,4,1
estonian,sofia,26,0
swedish,rome,24,1
luxembourgish,paris,3,0
cypriot,valletta,22,0
italian,madrid,15,1
luxembourgish,sofia,7,1
slovene,madrid,21,0
french,rome,16,1
austrian,copenhagen,3,1
italian,vienna,11,0
spanish,rome,1,1
romanian,madrid,1,1
hungarian,valletta,38,1
swedish,vilnius,31,0
lithuanian,copenhagen,35,1
czech,vienna,35,1
hungarian,valletta,29,1
slovakian,paris,20,1
italian,vilnius,16,1
spanish,copenhagen,3,1
slovakian,madrid,5,1
luxembourgish,amsterdam,29,0
cypriot,valletta,24,0
croatian,rome,21,0
greek,valletta,41,1
hungarian,madrid,14,0
danish,valletta,29,0
bulgarian,madrid,2,1
bulgarian,valletta,38,0
estonian,vienna,25,0
spanish,vienna,25,0
irish,paris,8,1
danish,sofia,27,1
slovene,paris,42,1
dutch,vilnius,33,1
maltese,sofia,43,0
irish,vilnius,44,1
greek,amsterdam,14,1
estonian,sofia,7,1
bulgarian,copenhagen,0,1
french,amsterdam,34,0
bulgarian,copenhagen,3,1
lithuanian,madrid,0,1
czech,madrid,27,1
hungarian,rome,44,1
danish,sofia,0,0
finnish,paris,36,1
german,paris,15,1
cypriot,copenhagen,30,1
portuguese,vienna,28,1
czech,madrid,28,0
italian,vilnius,42,0
luxembourgish,rome,37,1
cypriot,sofia,35,1
lithuanian,paris,21,1
estonian,rome,23,1
romanian,vilnius,30,0
cypriot,valletta,41,1
swedish,paris,27,1
german,sofia,2,0
cypriot,paris,2,0
irish,rome,44,1
czech,vienna,44,1
czech,sofia,19,1
irish,vilnius,22,0
danish,paris,38,0
spanish,valletta,10,1
slovakian,vienna,15,0
danish,rome,31,0
finnish,rome,2,1
austrian,vilnius,17,1
portuguese,amsterdam,26,1
bulgarian,copenhagen,32,1
austrian,vienna,28,1
french,amsterdam,29,0
french,paris,37,1
spanish,amsterdam,1,1
slovakian,amsterdam,35,1
maltese,amsterdam,13,0
greek,sofia,16,0
lithuanian,valletta,6,0
luxembourgish,paris,25,1
estonian,amsterdam,9,1
slovakian,paris,21,0
estonian,sofia,19,0
slovene,madrid,33,1
polish,valletta,16,1
cypriot,amsterdam,27,0
hungarian,vienna,13,0
romanian,vilnius,29,1
estonian,rome,42,1
hungarian,amsterdam,8,0
austrian,vilnius,34,1
finnish,paris,32,1
lithuanian,copenhagen,35,0
croatian,sofia,30,1
polish,valletta,1,1
german,rome,15,1
slovakian,sofia,12,1
portuguese,madrid,2,0
swedish,sofia,43,1
german,amsterdam,42,0
portuguese,rome,35,0
hungarian,valletta,8,1
latvian,vienna,15,0
swedish,rome,29,0
dutch,sofia,2,1
croatian,copenhagen,32,0
